,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
130201,276178,273905509014748,November,MN,1529.731,1115.38,40,44,1,,36,1,1,1,1,"Native, Born In US",4,Individual and family services (6241),2000,"Private, For Profit",No,No,Employed-At Work,0,27.884500000000003,3.328070978893597
130204,276183,405704092891537,November,MN,1810.1261,1346.15,40,44,1,,25,1,7,1,3,"Native, Born In US",4,Investigation and security services (5616),3930,"Private, For Profit",No,No,Employed-At Work,0,33.65375,3.516124491189194
130214,276201,799920743610952,November,MN,1529.731,1480.76,50,45,1,,35,1,1,1,1,"Native, Born Abroad Of US Parent(s)",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,29.6152,3.3882877430405838
130216,276204,850979073425199,November,MN,1677.9436,392.0,28,44,1,,49,2,5,2,10,"Native, Born In US",4,"Management, scientific, and technical consulting services (5416)",5700,"Private, For Profit",No,No,Employed-At Work,1,14.0,2.6390573296152584
130218,276209,947199250369207,November,MN,1590.5735,2884.61,40,44,4,,34,1,7,0,0,"Foreign Born, Not a US Citizen",4,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,0,72.11525,4.27826553371462
130227,276231,33037927201421,November,MN,2977.8722,1288.46,45,45,1,,46,1,1,2,3,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",230,Government - State,No,No,Employed-At Work,0,28.632444444444445,3.3545404959907925
130239,276249,79812570994995,November,MN,1679.3939,1519.23,45,44,1,,64,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1,33.760666666666665,3.5192964167681695
130256,276276,201040216064794,November,MN,3124.8008,1153.0,50,44,1,,36,2,1,2,3,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,23.06,3.138099514840913
130264,276292,293955806057748,November,MN,1677.9436,1442.3,40,44,1,,47,2,7,0,0,"Native, Born In US",4,"Industrial and miscellaneous chemicals (3251, 3259)",100,"Private, For Profit",No,No,Employed-At Work,1,36.0575,3.585114886475528
130269,276302,305902232897347,November,MN,1495.049,961.53,40,44,4,,32,1,1,4,11,"Foreign Born, US Cit By Naturalization",4,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,24.038249999999998,3.179646311676199
130302,276356,730170686861002,November,MN,3053.7364,884.61,40,44,1,,40,2,1,3,10,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,22.11525,3.096267415800821
130341,276443,20710041095597,November,MN,2778.8079,1384.61,57,44,1,,32,1,7,0,0,"Native, Born In US",4,Fruit and vegetable preserving and specialty food manufacturing (3114),140,"Private, For Profit",No,No,Employed-At Work,0,24.29140350877193,3.190122522685764
130345,276450,20710060219626,November,MN,2164.486,576.0,45,44,3,,45,1,1,4,10,"Native, Born In US",4,Administration of human resource programs (923),430,Government - Federal,Yes,,Employed-At Work,0,12.8,2.5494451709255714
130346,276451,20710060219626,November,MN,4034.2674,1538.46,50,46,3,,40,2,1,4,10,"Native, Born In US",4,Elementary and secondary schools (6111),10,Government - Local,Yes,,Employed-At Work,1,30.7692,3.4265141896459452
130373,276513,672649160002008,November,MN,2955.8755,1884.4,40,46,1,,44,2,5,2,3,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",1820,Government - State,No,No,Employed-At Work,1,47.11,3.85248529271195
130387,276543,799440264060752,November,MN,570.3012,1134.61,40,44,1,,37,2,1,2,6,"Native, Born In US",4,"Justice, public order, and safety activities (922, pt. 92115)",2015,Government - State,No,Yes,Employed-At Work,1,28.365249999999996,3.34516480441852
130390,276549,910009702402497,November,MN,2819.145,1307.0,60,44,1,,59,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,21.783333333333335,3.0811451514021213
130413,276597,617940701060200,November,MN,3031.2464,1538.46,50,44,1,,44,2,1,0,0,"Native, Born In US",4,Individual and family services (6241),150,Government - Local,No,No,Employed-At Work,1,30.7692,3.4265141896459452
130424,276624,67068394200701,November,MS,756.3832,1500.0,45,46,1,,48,2,1,2,3,"Native, Born In US",6,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1,33.333333333333336,3.506557897319982
130427,276630,176642080039007,November,MS,912.3363,1115.38,40,44,1,8.0,48,1,4,1,4,"Foreign Born, Not a US Citizen",6,Animal slaughtering and processing (3116),140,"Private, For Profit",No,No,Employed-At Work,0,27.884500000000003,3.328070978893597
130439,276670,899140187620952,November,MS,1818.0697,1038.46,40,44,2,,41,2,7,0,0,"Native, Born In US",6,"Other health care services (6215, 6219)",3255,"Private, For Profit",No,No,Employed-At Work,1,25.9615,3.2566146713684687
130443,276677,971068921259480,November,MS,2073.2486,2096.0,40,44,2,,59,2,4,1,3,"Native, Born In US",6,Vocational rehabilitation services (6243),230,"Private, For Profit",No,No,Employed-At Work,1,52.4,3.9589065913269965
130444,276678,971068921259480,November,MS,1574.4661,865.0,40,44,2,,34,2,7,1,2,"Native, Born In US",6,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",420,"Private, Nonprofit",No,No,Employed-At Work,1,21.625,3.073850052817943
130477,276735,171884003020430,November,MS,758.4114,400.0,40,45,1,,60,2,1,0,0,"Native, Born In US",6,Warehousing and storage (493),5860,"Private, For Profit",No,No,Employed-At Work,1,10.0,2.302585092994046
130479,276739,185932080037100,November,MS,758.4114,900.0,40,44,1,,60,2,1,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1,22.5,3.1135153092103742
130484,276749,202020810054889,November,MS,988.1063,884.0,40,45,1,,41,2,1,2,8,"Native, Born In US",6,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,22.1,3.095577608523707
130504,276777,682039190103202,November,MS,1720.5817,980.0,40,44,2,,31,1,7,0,0,"Native, Born In US",6,Public finance activities (92113),800,Government - State,No,No,Employed-At Work,0,24.5,3.1986731175506815
130524,276821,910038953259690,November,MS,1487.659,1384.61,40,45,1,,54,1,5,0,0,"Native, Born In US",6,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work,0,34.615249999999996,3.544294336406378
130529,276828,931886000320510,November,MS,1075.9295,807.69,40,44,2,,56,2,1,0,0,"Native, Born In US",6,Outpatient care centers (6214),350,"Private, For Profit",No,No,Employed-At Work,1,20.19225,3.005298867423203
130553,276891,77068891200831,November,MS,960.1942,240.0,30,44,1,,44,2,1,0,0,"Foreign Born, Not a US Citizen",6,Nursing care facilities (6231),4030,"Private, For Profit",No,No,Employed-At Work,1,8.0,2.0794415416798357
130563,276924,140492080081504,November,MS,802.0784,2835.0,45,44,1,,57,1,1,0,0,"Native, Born In US",6,Petroleum refining (32411),700,"Private, For Profit",No,No,Employed-At Work,0,63.0,4.143134726391533
130593,277004,501884004920140,November,MS,728.6243,1153.0,60,44,1,,45,2,1,1,4,"Native, Born In US",6,"Offices of other health practitioners (6213 exc. 62131, 62132)",3258,"Private, For Profit",No,No,Employed-At Work,1,19.216666666666665,2.955777958046958
130612,277082,899630608030652,November,MS,1583.8162,480.0,40,44,2,,30,2,1,1,2,"Native, Born In US",6,"Other schools, instruction, and educational services (6116, 6117)",2010,"Private, For Profit",No,No,Employed-At Work,1,12.0,2.4849066497880004
130634,277136,439092501630204,November,MO,5027.0218,769.23,40,44,2,,64,2,5,0,0,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",5700,"Private, For Profit",No,No,Employed-At Work,1,19.23075,2.9565105604002095
130647,277167,969259150649205,November,MO,2423.8105,1490.38,45,44,1,,51,2,7,0,0,"Native, Born In US",4,Software publishing (5112),110,"Private, For Profit",No,No,Employed-At Work,1,33.11955555555556,3.5001239102107027
130688,277241,297965301089946,November,MO,3030.8834,2019.23,40,44,1,,39,1,1,2,5,"Native, Born In US",4,"Non-depository credit and related activities (5222, 5223)",110,"Private, For Profit",No,No,Employed-At Work,0,50.48075,3.9215920754918434
130689,277242,297965301089946,November,MO,3076.9371,2500.0,45,44,1,,35,2,1,2,5,"Native, Born In US",4,"Non-depository credit and related activities (5222, 5223)",120,"Private, For Profit",No,No,Employed-At Work,1,55.55555555555556,4.017383521085972
130691,277246,310002782313949,November,MO,2939.0302,2019.0,40,44,1,,49,1,5,2,4,"Native, Born In US",4,"Non-depository credit and related activities (5222, 5223)",910,"Private, For Profit",No,No,Employed-At Work,0,50.475,3.921478164198901
130693,277249,351292219900840,November,MO,3102.4359,1750.4,40,44,1,,31,2,1,2,5,"Native, Born In US",4,Outpatient care centers (6214),350,"Private, For Profit",No,No,Employed-At Work,1,43.760000000000005,3.778720158113726
130715,277291,892262005908598,November,MO,2351.8679,1346.15,40,44,1,,56,1,1,0,0,"Native, Born In US",4,Computer systems design and related services (5415),1006,"Private, For Profit",No,No,Employed-At Work,0,33.65375,3.516124491189194
130721,277299,903207841910332,November,MO,3634.4052,1634.61,29,45,1,,36,2,1,3,8,"Native, Born In US",4,Offices of optometrists (62132),3040,"Private, For Profit",No,No,Employed-At Work,1,56.36586206896551,4.03186369278148
130722,277300,903207841910332,November,MO,3580.0076,1961.53,45,44,1,,37,1,1,3,8,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",800,"Private, For Profit",No,No,Employed-At Work,0,43.589555555555556,3.7748175701798665
130728,277312,947039783259730,November,MO,2276.4975,1538.46,40,44,1,,53,1,1,0,0,"Native, Born In US",4,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1460,"Private, For Profit",No,No,Employed-At Work,0,38.4615,3.649657740960155
130729,277313,947039783259730,November,MO,2558.1743,1153.84,40,44,1,,51,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.845999999999997,3.3619713351613183
130737,277344,982059973259250,November,MO,2418.4743,2307.69,50,44,1,,60,1,1,0,0,"Native, Born In US",4,Agricultural chemical manufacturing (3253),1610,"Private, For Profit",No,No,Employed-At Work,0,46.153800000000004,3.83197929775411
130740,277349,999220358570952,November,MO,2418.4743,1826.92,50,44,1,,61,1,1,0,0,"Native, Born In US",4,Hospitals (622),350,"Private, Nonprofit",No,No,Employed-At Work,0,36.5384,3.59836376236116
130756,277395,210000202015699,November,MO,2754.2175,250.0,25,44,1,,51,2,4,0,0,"Native, Born In US",4,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",2340,"Private, Nonprofit",No,No,Employed-Absent,1,10.0,2.302585092994046
130761,277409,810009942906619,November,MO,3508.9515,2423.07,55,44,8,,57,1,5,0,0,"Native, Born Abroad Of US Parent(s)",4,4795,4700,"Private, For Profit",No,No,Employed-At Work,0,44.05581818181818,3.785457424972778
130804,277540,41150937581003,November,MT,350.2329,1269.23,45,44,1,,38,1,1,2,5,"Native, Born In US",8,"Architectural, engineering, and related services (5413)",2630,"Private, For Profit",No,No,Employed-At Work,0,28.205111111111112,3.3395032065960257
130810,277559,76090419301781,November,MT,386.6411,1707.69,40,45,1,,61,2,1,0,0,"Native, Born In US",8,"Business, professional, political, and similar organizations (8139 exc. 81393)",10,"Private, Nonprofit",No,No,Employed-At Work,1,42.69225,3.7540174049326334
130831,277595,139333000097116,November,MT,366.9397,2884.61,60,46,1,,43,1,1,5,14,"Native, Born In US",8,Support activities for agriculture and forestry (115),1610,"Private, For Profit",No,No,Employed-At Work,0,48.07683333333333,3.8728004256064557
130837,277612,179793000041816,November,MT,345.0814,653.84,40,44,1,,40,2,1,3,8,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,16.346,2.793983219093938
130855,277657,309020310028079,November,MT,311.6901,789.2,40,45,7,,45,1,7,1,2,"Native, Born In US",8,** Construction (23),7220,Government - State,Yes,,Employed-At Work,0,19.73,2.982140320034524
130858,277661,400612501870306,November,MT,359.1861,2884.61,60,46,1,,44,1,1,2,10,"Native, Born In US",8,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Local,No,No,Employed-At Work,0,48.07683333333333,3.8728004256064557
130864,277677,480161701790309,November,MT,400.8,2875.0,40,46,1,,57,1,3,0,0,"Foreign Born, US Cit By Naturalization",8,"Colleges and universities, including junior colleges (6112, 6113)",230,Government - State,No,No,Employed-At Work,0,71.875,4.2749284991175145
130875,277704,530006972548391,November,MT,843.8164,888.88,40,44,3,,43,1,1,0,0,"Native, Born In US",8,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,0,22.222,3.101082789161817
130876,277705,530006972548391,November,MT,649.8019,1153.84,40,44,3,,45,2,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",136,"Private, Nonprofit",No,No,Employed-At Work,1,28.845999999999997,3.3619713351613183
130877,277707,603039190007202,November,MT,387.9556,1153.84,40,44,1,,51,1,1,0,0,"Native, Born In US",8,"Administration of environmental quality and housing programs (924, 925)",5000,Government - Federal,No,No,Employed-At Work,0,28.845999999999997,3.3619713351613183
130878,277708,603039190007202,November,MT,382.2534,1250.0,40,44,1,,48,2,1,0,0,"Native, Born In US",8,"Administration of environmental quality and housing programs (924, 925)",1650,Government - Federal,No,No,Employed-At Work,1,31.25,3.4420193761824107
130896,277737,741703004730232,November,MT,415.8108,1269.23,40,44,4,,28,1,7,0,0,"Foreign Born, Not a US Citizen",8,Insurance carriers and related activities (524),1010,"Private, For Profit",No,No,Employed-At Work,0,31.73075,3.457286242252409
130917,277789,35513500994497,November,MT,791.7735,290.0,40,44,1,,47,2,7,0,0,"Native, Born In US",8,"Other health care services (6215, 6219)",2000,"Private, Nonprofit",No,No,Employed-At Work,1,7.25,1.9810014688665833
130918,277795,70464001380303,November,MT,363.8514,525.0,40,44,1,,34,2,7,0,0,"Native, Born In US",8,National security and international affairs (928),3945,Government - Federal,No,No,Employed-At Work,1,13.125,2.5745188084776873
130926,277809,99730145540953,November,MT,800.8619,828.0,36,44,1,,62,2,1,0,0,"Native, Born In US",8,Offices of physicians (6211),3255,"Private, For Profit",No,No,Employed-At Work,1,23.0,3.1354942159291497
130941,277845,308150310097096,November,MT,398.1583,640.0,32,44,1,,63,2,7,0,0,"Native, Born In US",8,Outpatient care centers (6214),3150,"Private, Nonprofit",No,No,Employed-At Work,1,20.0,2.995732273553991
130942,277847,308150310097096,November,MT,370.5321,600.0,40,44,1,,32,2,1,1,2,"Native, Born In US",8,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work,1,15.0,2.70805020110221
130947,277869,460462501930301,November,MT,374.5368,865.38,40,44,1,,31,1,1,2,5,"Native, Born In US",8,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,0,21.6345,3.0742892627095375
130949,277871,460462501930301,November,MT,409.5956,2307.0,40,44,1,,55,1,1,0,0,"Native, Born In US",8,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work,0,57.675,4.054823804059818
130974,277920,63603510022205,November,NE,962.5707,673.0,40,44,1,,25,2,7,0,0,"Native, Born In US",4,"Banking and related activities (521, 52211,52219)",5230,Government - Local,No,No,Employed-At Work,1,16.825,2.8228658755307916
130976,277922,65031820304621,November,NE,1392.0432,1200.0,40,45,1,1.0,27,1,1,0,0,"Native, Born In US",4,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,0,30.0,3.4011973816621555
130985,277939,199960320220953,November,NE,912.574,1730.76,40,44,1,,40,1,1,3,10,"Native, Born Abroad Of US Parent(s)",4,Computer systems design and related services (5415),1007,"Private, For Profit",No,No,Employed-At Work,0,43.269,3.767436443269483
130996,277956,305009823101411,November,NE,1085.4155,653.0,40,44,1,,49,2,1,2,4,"Native, Born In US",4,Outpatient care centers (6214),2000,"Private, Nonprofit",No,No,Employed-At Work,1,16.325,2.792697675162495
131004,277972,505905263899781,November,NE,934.443,1096.15,55,46,1,,38,2,1,2,8,"Native, Born In US",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,1,19.930000000000003,2.9922261342247034
131005,277973,505905263899781,November,NE,871.0246,980.76,55,46,1,,38,1,1,2,8,"Native, Born Abroad Of US Parent(s)",4,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,0,17.832,2.8809945960835677
